id,clean_message,majority_vote,relevant_pieces
27153225_gab,then get a backbone and get out in public and make your case instead you cowards lurk in a cyber ghetto bitching and whining that others with 1 0 0 0 x more courage than you do not support your retarded views,hate speech,cyber ghetto retarded
22862647_gab,what sean low t really meant was my wife boyfriend church and by having a blast he really meant the sand niggers were blowing up his wife children,normal,sand niggers
1178859304033685504_twitter,delete this nigger,hate speech,nigger
1179061254083813378_twitter,remeber when you could say retard faggot and nigger as a joke and no one would get upset good times,normal,faggot nigger
24147943_gab,fuck these kike rats,normal,kike rats
8041761_gab,i hope there a pig farm nearby or at least someone should bury some pig carcasses on where they are going to build those moslem structures,normal,moslem
16123875_gab,instant mute and creeping my tl total kike behavior,normal,kike
21353838_gab,good replace that fence sitter swing vote then tee up to replace ruth buzzie jewberg and co tribalist kike bryer,normal,jewberg
12636385_gab,george washington would have had you hanged for being a cuck faggot the founders did not create the us constitution for every zipperhead jigaboo dothead kike goatfucker faggot and tranny on the planet,normal,cuck faggot zipperhead jigaboo dothead kike goatfucker faggot and tranny
1183778563176173573_twitter,what are you a crack whore would kind of explain your retarded demented comments cause your hi as fuck,hate speech,crack whore retarded
1078304211748687872_twitter,good they don ’ t deserve to get paid the  don ’ t do anything but help illegal aliens,hate speech,illegal aliens
13227156_gab,fakeeminem people forget marshall bruce mathers ii was suburban born and bred wannabe ghetto king deal with it eminem is pathetic maga,hate speech,wannabe ghetto king
5362527_gab,i do not know about you but i have never considered sweden an ally so what if they are overrun they deserve it so do their smug coal burning women sweden role in this is to provide an example of muzzie immigration,hate speech,muzzie
1178772468397416452_twitter,wash ya face u stupid nigger,normal,nigger
22353992_gab,a nigger bich smells like a baboons ass google it,normal,nigger bich
17827276_gab,that is the muzrat strategy in every country they infest,normal,muzrat
13301563_gab,filthy nigger scum black violence black crime send them back to africa this week in black crime segregation now,normal,nigger
1089323621439414278_twitter,think you need to cuff yo hoe,hate speech,hoe
21129548_gab,getting ass raped by a muzzie sargon have you even read john locke,hate speech,muzzie
16157105_gab,he raped her where ur proof jethro,hate speech,raped
1160522024101535744_twitter,clearly name pp and that begherat bilawal corrupt benazir and psycho zardari,hate speech,corrupt benazir psycho zardari
1177971370896039936_twitter,niggers should suck white dick them faggots,normal,niggers
12137752_gab,fucking niggers man,normal,niggers
21370648_gab,they can not be worse than the hoodrat ratchet black and spic bitches i have dealt with my entire life racist spics and black supremacist ghetto bottom feeders are one of the biggest reasons i am right wing and racist,normal,hoodrat ratchet black racist spics black supremacist ghetto bottom
20622443_gab,da joos da joos da joos if you arent screaming about jews  you re a kike shill listen retards we know jews belong in an oven but your autistic rambling about them is not achieving shit shut the fuck up,normal,jews kike retards jews shut the fuck up
5006742_gab,i will give you a  yd head start goatfucker good luck ar10  dpms  ft per second with a thud and a splat freedomboner,normal,goatfucker
24249892_gab,goatfucker memes feat the king goat fucker himself,normal,goatfucker goat fucker
20147416_gab,hitler was a christian you retard,hate speech,hitler was a christian retard
1104805875456360448_twitter,love ❤ is trash bitches loves cash 💔,hate speech,bitches
23114637_gab,you think that jew son of an fbi agent and that bald spic dyke needed school to teach them to hate whites and white society,normal,dyke
1178062774834012161_twitter,did not knew about the homosexuality part if true then it a wonder that this faggot empire survived even that long lol,hate speech,faggot
1237482196719620097_twitter,why am i only seeing arabs attack that wolfie female,hate speech,arabs
26099353_gab,and it the same retarded re muh joz who hate the removal of topics,hate speech,retarded
1179008229872939008_twitter,thats for faggots and cripples,normal,faggots
1236325009230114817_twitter,a closeted gay man named donald trump,hate speech,closeted gay man
26516753_gab,illegal immigrants are stronger together deport mom and her spawn by dawn,normal,illegal immigrants are stronger together deport mom and her spawn by dawn
4034919_gab,john lewis is just another house nigger on the democratic plantation his job is to provide cover for his marxist masters as they destroy his people with bastardy poverty and crime,normal,nigger
15316570_gab,you can take the nigger out of the ghetto you can not take the ghetto out of the nigger,normal,nigger ghetto nigger
15270428_gab,daily words of wisdom from our favorite chinaman weihan zhang on twitter my friends not listen eminem music criminality african culture learn nothing violent harm baby small pet dog classical music violin traditional chinese song please songsfordummies,normal,chinaman
